customer_id,customer_name,region,end_use,customer_type,city,state,years_as_customer,credit_limit
C02585,San Francisco Painting Pros 1,West,Painting,Small Commercial,San Francisco,CA,4,120000
C02586,New York HVAC Works,Northeast,HVAC,Small Commercial,New York,NY,12,95000
C02587,Smith General Solutions,Northeast,General Construction,Small Commercial,New York,NY,11,90000
C02588,Summit HVAC Services 1,Northeast,HVAC,Small Business,Boston,MA,12,35000
C02589,Carpentry Specialists 1,Southwest,Carpentry,Large Commercial,Austin,TX,12,200000
C02590,Reliable Residential Enterprises,West,Residential Construction,Large Commercial,Los Angeles,CA,2,335000
C02591,Milwaukee HVAC Pros 1,Midwest,HVAC,Large Commercial,Milwaukee,WI,9,365000
C02592,Ultimate Residential Inc,Southeast,Residential Construction,Large Commercial,Tampa,FL,9,305000
C02593,Austin General Specialists 1,Southwest,General Construction,Small Commercial,Austin,TX,1,55000
C02594,Davis Electrical Specialists,Midwest,Electrical,Small Commercial,Detroit,MI,9,125000
C02595,Taylor Plumbing Contractors 2,Southwest,Plumbing,Small Commercial,Phoenix,AZ,13,165000
C02596,Sacramento Roofing Contractors,West,Roofing,Large Commercial,Sacramento,CA,11,215000
C02597,San Diego Roofing Group,West,Roofing,Small Commercial,San Diego,CA,2,80000
C02598,Rapid HVAC Group,West,HVAC,Large Commercial,San Jose,CA,10,260000
C02599,Rodriguez Residential Works,Southeast,Residential Construction,Independent Contractor,Miami,FL,13,10000
C02600,Wilson & Sons Plumbing 2,West,Plumbing,Large Commercial,San Francisco,CA,12,435000
C02601,San Diego Plumbing Inc,West,Plumbing,Small Business,San Diego,CA,12,20000
C02602,Sacramento Painting Co 3,West,Painting,Small Commercial,Sacramento,CA,6,80000
C02603,Orlando General Contractors 2,Southeast,General Construction,Large Commercial,Orlando,FL,4,435000
C02604,Philadelphia Painting Pros,Mid-Atlantic,Painting,Small Business,Philadelphia,PA,14,45000
C02605,Metro Carpentry Experts,Northeast,Carpentry,Small Business,Providence,RI,7,85000
C02606,Sacramento Landscaping Services,West,Landscaping,Small Commercial,Sacramento,CA,3,185000
C02607,Orlando Plumbing Services 1,Southeast,Plumbing,Small Business,Orlando,FL,14,95000
C02608,Martinez Plumbing Pros 1,Southwest,Plumbing,Small Commercial,Houston,TX,8,65000
C02609,Precision Residential Inc,Southwest,Residential Construction,Independent Contractor,Austin,TX,4,15000
C02610,Premier Residential Co 1,Northeast,Residential Construction,Large Commercial,New York,NY,12,240000
C02611,Certified Plumbing Experts 1,Southwest,Plumbing,Independent Contractor,Dallas,TX,6,5000
C02612,Metro Plumbing Pros,Southwest,Plumbing,Small Commercial,San Antonio,TX,13,150000
C02613,Dynamic Residential Services 1,Northeast,Residential Construction,Large Commercial,Providence,RI,13,145000
C02614,Smith Electrical Experts,Northeast,Electrical,Small Commercial,Newark,NJ,15,130000
C02615,Buffalo Electrical Co 1,Northeast,Electrical,Small Commercial,Buffalo,NY,12,95000
C02616,Rodriguez Residential Pros 2,Southwest,Residential Construction,Independent Contractor,San Antonio,TX,13,15000
C02617,Buffalo Electrical Solutions,Northeast,Electrical,Large Commercial,Buffalo,NY,8,230000
C02618,Austin Electrical Solutions,Southwest,Electrical,Small Business,Austin,TX,6,55000
C02619,Expert HVAC Supply,Northeast,HVAC,Small Business,Newark,NJ,5,40000
C02620,Martinez General Enterprises 1,Southeast,General Construction,Small Commercial,Jacksonville,FL,10,115000
C02621,Wilson General Works,Southeast,General Construction,Independent Contractor,Atlanta,GA,7,40000
C02622,Lee Electrical Co 1,West,Electrical,Small Business,Los Angeles,CA,6,65000
C02623,Davis Plumbing Services 2,Southwest,Plumbing,Large Commercial,Houston,TX,5,390000
C02624,Lee Residential Enterprises 2,Southeast,Residential Construction,Small Commercial,Atlanta,GA,10,135000
C02625,Superior Painting Group 2,West,Painting,Large Commercial,San Jose,CA,2,120000
C02626,Precision Plumbing Co 2,West,Plumbing,Large Commercial,San Diego,CA,3,270000
C02627,Pioneer Painting LLC,Southeast,Painting,Small Business,Atlanta,GA,9,50000
C02628,Philadelphia Painting Works 2,Mid-Atlantic,Painting,Small Commercial,Philadelphia,PA,10,165000
C02629,Moore Electrical Services,Southeast,Electrical,Small Commercial,Miami,FL,1,70000
C02630,Precision Painting Services,Mid-Atlantic,Painting,Large Commercial,Pittsburgh,PA,1,320000
C02631,Newark General LLC 1,Northeast,General Construction,Small Business,Newark,NJ,15,75000
C02632,Wilson Electrical LLC 3,Southwest,Electrical,Small Commercial,Houston,TX,9,170000
C02633,Miami HVAC Pros 1,Southeast,HVAC,Large Commercial,Miami,FL,15,120000
C02634,Metro Painting Services,West,Painting,Small Commercial,San Diego,CA,5,195000
C02635,Davis General Contractors 1,Southwest,General Construction,Small Business,Phoenix,AZ,11,70000
C02636,Martinez Painting Enterprises 1,Northwest,Painting,Large Commercial,Spokane,WA,13,180000
C02637,San Jose Electrical Solutions 1,West,Electrical,Small Business,San Jose,CA,15,85000
C02638,Detroit Residential Specialists 2,Midwest,Residential Construction,Large Commercial,Detroit,MI,11,285000
C02639,Lee Residential Co 1,Southeast,Residential Construction,Small Commercial,Miami,FL,5,155000
C02640,Pioneer Electrical Co 2,Midwest,Electrical,Large Commercial,Cleveland,OH,4,300000
C02641,Reliable General Supply 2,West,General Construction,Small Commercial,Los Angeles,CA,14,185000
C02642,Philadelphia General Specialists 1,Mid-Atlantic,General Construction,Independent Contractor,Philadelphia,PA,3,10000
C02643,Brown Roofing Enterprises,Mid-Atlantic,Roofing,Independent Contractor,Philadelphia,PA,11,15000
C02644,Thomas Plumbing Contractors,Northeast,Plumbing,Large Commercial,Newark,NJ,9,445000
C02645,Martinez & Sons Painting 2,Northeast,Painting,Small Business,Providence,RI,3,65000
C02646,Smith General Co 1,West,General Construction,Independent Contractor,San Jose,CA,6,40000
C02647,Superior Plumbing LLC,Southwest,Plumbing,Large Commercial,Houston,TX,9,130000
C02648,Austin General Enterprises 2,Southwest,General Construction,Small Commercial,Austin,TX,6,150000
C02649,Residential Supply 3,West,Residential Construction,Small Commercial,San Diego,CA,12,175000
C02650,Superior Residential Services 2,Northwest,Residential Construction,Small Commercial,Spokane,WA,8,130000
C02651,Smith Residential Enterprises 1,Southeast,Residential Construction,Large Commercial,Orlando,FL,2,225000
C02652,Johnson Electrical Co,Southwest,Electrical,Large Commercial,Austin,TX,8,420000
C02653,Orlando Electrical Experts 1,Southeast,Electrical,Large Commercial,Orlando,FL,9,400000
C02654,San Jose Electrical Solutions,West,Electrical,Small Commercial,San Jose,CA,11,60000
C02655,Houston Plumbing Solutions 2,Southwest,Plumbing,Small Business,Houston,TX,12,55000
C02656,National General Pros 1,Southeast,General Construction,Large Commercial,Jacksonville,FL,11,405000
C02657,Professional Painting Experts,West,Painting,Small Commercial,San Jose,CA,12,110000
C02658,Pittsburgh Electrical Pros 1,Mid-Atlantic,Electrical,Large Commercial,Pittsburgh,PA,3,475000
C02659,Complete Painting Works 1,Northeast,Painting,Small Business,Buffalo,NY,10,20000
C02660,Boston General Works 2,Northeast,General Construction,Small Business,Boston,MA,1,55000
C02661,Cleveland Residential Specialists 3,Midwest,Residential Construction,Large Commercial,Cleveland,OH,5,345000
C02662,Masonry Masters 1,Southwest,Masonry,Small Business,Austin,TX,8,75000
C02663,Garcia Painting Specialists,Southeast,Painting,Independent Contractor,Jacksonville,FL,12,30000
C02664,Ultimate Plumbing LLC,Midwest,Plumbing,Independent Contractor,Detroit,MI,3,15000
C02665,Prime Plumbing Contractors 1,West,Plumbing,Independent Contractor,San Francisco,CA,9,20000
C02666,Superior General Enterprises,Northeast,General Construction,Small Commercial,Newark,NJ,10,130000
C02667,Phoenix Painting Pros 1,Southwest,Painting,Large Commercial,Phoenix,AZ,8,200000
C02668,Reliable Plumbing Supply,Southeast,Plumbing,Large Commercial,Tampa,FL,4,115000
C02669,Moore Painting Co,West,Painting,Independent Contractor,San Francisco,CA,2,10000
C02670,Dynamic Plumbing Solutions,Southeast,Plumbing,Small Business,Jacksonville,FL,10,20000
C02671,Philadelphia Flooring Inc 1,Mid-Atlantic,Flooring,Small Business,Philadelphia,PA,8,90000
C02672,Wilson Painting Services 1,Southeast,Painting,Large Commercial,Atlanta,GA,4,335000
C02673,Taylor Landscaping LLC 1,West,Landscaping,Small Commercial,San Jose,CA,13,180000
C02674,Johnson General Supply,Northeast,General Construction,Small Business,New York,NY,12,35000
C02675,Pioneer Electrical Co,West,Electrical,Large Commercial,San Diego,CA,3,465000
C02676,Pioneer General Supply 1,South Central,General Construction,Small Business,Little Rock,AR,7,25000
C02677,Certified Painting Supply,Southeast,Painting,Small Business,Jacksonville,FL,2,25000
C02678,Superior General Supply 2,Southwest,General Construction,Small Commercial,Houston,TX,13,175000
C02679,Martinez Painting Experts,Southeast,Painting,Independent Contractor,Orlando,FL,2,20000
C02680,Wilson Roofing Services,Northeast,Roofing,Small Business,Providence,RI,4,75000
C02681,Smith General Solutions 2,Southwest,General Construction,Independent Contractor,Austin,TX,11,25000
C02682,Orlando General Works 2,Southeast,General Construction,Small Business,Orlando,FL,8,45000
C02683,Anderson General Works 1,Southwest,General Construction,Small Commercial,Houston,TX,1,155000
C02684,Martinez Residential Experts,West,Residential Construction,Small Commercial,San Francisco,CA,1,185000
C02685,Clark Painting LLC,West,Painting,Independent Contractor,San Francisco,CA,6,20000
C02686,Quality General Inc 1,Southwest,General Construction,Small Commercial,Austin,TX,1,190000
C02687,Sacramento Painting Solutions,West,Painting,Small Business,Sacramento,CA,9,65000
C02688,Metro General Services,Southwest,General Construction,Small Commercial,Phoenix,AZ,11,135000
C02689,Dynamic Plumbing Group,Southeast,Plumbing,Large Commercial,Orlando,FL,8,365000
C02690,Certified Plumbing Enterprises 3,West,Plumbing,Large Commercial,San Diego,CA,10,245000
C02691,Quality General Experts 1,Southeast,General Construction,Small Business,Orlando,FL,7,60000
C02692,Ultimate HVAC Group,Northeast,HVAC,Small Business,Providence,RI,3,100000
C02693,Thomas Electrical Contractors,Southeast,Electrical,Small Business,Atlanta,GA,14,70000
C02694,Cleveland General Enterprises,Midwest,General Construction,Independent Contractor,Cleveland,OH,6,40000
C02695,Quality General Enterprises 1,West,General Construction,Small Commercial,Sacramento,CA,9,200000
C02696,Summit General Contractors 1,Southeast,General Construction,Independent Contractor,Miami,FL,4,10000
C02697,Orlando Electrical Supply 2,Southeast,Electrical,Small Commercial,Orlando,FL,4,80000
C02698,San Antonio Plumbing Supply 1,Southwest,Plumbing,Large Commercial,San Antonio,TX,1,485000
C02699,Johnson Painting Group 1,West,Painting,Large Commercial,Los Angeles,CA,9,180000
C02700,Dynamic Residential Inc,Southwest,Residential Construction,Large Commercial,Phoenix,AZ,11,205000
C02701,National General Experts,Mid-Atlantic,General Construction,Small Business,Baltimore,MD,8,40000
C02702,Professional General Supply,West,General Construction,Large Commercial,San Jose,CA,10,270000
C02703,San Diego Residential Co 1,West,Residential Construction,Small Commercial,San Diego,CA,11,60000
C02704,Smith & Sons Roofing,West,Roofing,Small Business,Sacramento,CA,11,40000
C02705,Ultimate Plumbing Supply,West,Plumbing,Small Commercial,San Jose,CA,12,135000
C02706,Brown Residential Group,Southeast,Residential Construction,Small Business,Tampa,FL,3,75000
C02707,Sacramento Residential Contractors,West,Residential Construction,Large Commercial,Sacramento,CA,1,265000
C02708,Summit Residential Contractors 2,Midwest,Residential Construction,Small Commercial,Detroit,MI,7,130000
C02709,Taylor Residential Specialists 2,Southeast,Residential Construction,Large Commercial,Tampa,FL,3,135000
C02710,Complete Masonry Solutions,Mid-Atlantic,Masonry,Large Commercial,Baltimore,MD,13,250000
C02711,Ultimate Roofing Solutions,Southwest,Roofing,Large Commercial,San Antonio,TX,4,360000
C02712,Elite General Experts 2,Northwest,General Construction,Small Commercial,Seattle,WA,4,70000
C02713,Brown General Works,Southwest,General Construction,Large Commercial,Austin,TX,8,155000
C02714,Los Angeles HVAC Group,West,HVAC,Small Commercial,Los Angeles,CA,2,65000
C02715,Advanced Electrical Experts 1,West,Electrical,Large Commercial,Sacramento,CA,3,215000
C02716,Thomas Painting Inc 1,West,Painting,Independent Contractor,San Jose,CA,8,10000
C02717,Johnson General Group 2,Southeast,General Construction,Small Commercial,Jacksonville,FL,14,85000
C02718,Advanced General LLC 1,Midwest,General Construction,Large Commercial,Cleveland,OH,3,315000
C02719,Ultimate Residential Contractors 1,West,Residential Construction,Independent Contractor,San Francisco,CA,5,40000
C02720,Indianapolis Residential Specialists 1,Midwest,Residential Construction,Small Commercial,Indianapolis,IN,3,115000
C02721,Buffalo Painting Group,Northeast,Painting,Large Commercial,Buffalo,NY,8,360000
C02722,Sacramento Electrical Contractors 1,West,Electrical,Small Commercial,Sacramento,CA,6,180000
C02723,Advanced Plumbing LLC,Northeast,Plumbing,Small Commercial,Providence,RI,3,65000
C02724,Los Angeles Painting Enterprises 1,West,Painting,Small Business,Los Angeles,CA,7,80000
C02725,Davis & Sons Flooring 1,South Central,Flooring,Small Business,Little Rock,AR,9,85000
C02726,Milwaukee HVAC Services,Midwest,HVAC,Small Commercial,Milwaukee,WI,8,110000
C02727,Oklahoma City Plumbing Experts 3,South Central,Plumbing,Small Business,Oklahoma City,OK,14,30000
C02728,Quality Electrical Contractors 2,Northwest,Electrical,Large Commercial,Seattle,WA,1,130000
C02729,Wilson Carpentry Supply,Southwest,Carpentry,Large Commercial,Austin,TX,11,180000
C02730,Certified Residential Group 3,Midwest,Residential Construction,Small Commercial,Cleveland,OH,2,85000
C02731,Jacksonville Painting Group 1,Southeast,Painting,Small Commercial,Jacksonville,FL,12,185000
C02732,Anderson Residential Supply,West,Residential Construction,Large Commercial,Los Angeles,CA,3,105000
C02733,Precision General LLC 1,Southwest,General Construction,Large Commercial,Phoenix,AZ,9,430000
C02734,Davis Landscaping Services,Southwest,Landscaping,Independent Contractor,Phoenix,AZ,10,10000
C02735,Elite Plumbing Contractors 1,Northeast,Plumbing,Small Business,Boston,MA,2,80000
C02736,Wilson Electrical Enterprises,Midwest,Electrical,Large Commercial,Chicago,IL,12,500000
C02737,Taylor General Supply 3,West,General Construction,Small Business,San Diego,CA,10,25000
C02738,Rodriguez & Sons Flooring,Southwest,Flooring,Small Commercial,Austin,TX,14,200000
C02739,San Francisco Painting LLC 1,West,Painting,Small Commercial,San Francisco,CA,1,50000
C02740,Richmond HVAC Pros,Mid-Atlantic,HVAC,Large Commercial,Richmond,VA,2,160000
C02741,Certified Plumbing Inc,Northeast,Plumbing,Large Commercial,New York,NY,6,155000
C02742,HVAC Supply 2,Northeast,HVAC,Small Commercial,Providence,RI,3,50000
C02743,National HVAC Services,West,HVAC,Large Commercial,San Jose,CA,6,250000
C02744,Wilson & Sons General 3,Southwest,General Construction,Small Commercial,San Antonio,TX,15,160000
C02745,Elite Plumbing LLC 1,Southwest,Plumbing,Small Commercial,San Antonio,TX,9,70000
C02746,Houston General Specialists 2,Southwest,General Construction,Independent Contractor,Houston,TX,4,40000
C02747,Lee General Supply 3,Southeast,General Construction,Large Commercial,Atlanta,GA,6,185000
C02748,Atlanta HVAC Solutions 1,Southeast,HVAC,Large Commercial,Atlanta,GA,8,110000
C02749,Smith & Sons Residential 2,West,Residential Construction,Small Business,Los Angeles,CA,9,35000
C02750,Anderson & Sons HVAC 2,Northeast,HVAC,Large Commercial,Boston,MA,14,350000
C02751,Los Angeles General LLC 1,West,General Construction,Small Commercial,Los Angeles,CA,5,115000
C02752,Smith General LLC 2,Southwest,General Construction,Large Commercial,Houston,TX,2,210000
C02753,Smith Electrical Solutions,West,Electrical,Independent Contractor,San Diego,CA,2,15000
